state_fips,state,edu_staff_total,year
49,UTAH,Elementary Teachers,2017
49,UTAH,Instructional Coordinators and Supervisors to the Staff,2017
49,UTAH,Kindergarten Teachers,2017
49,UTAH,LEA Administrative Support Staff,2017
49,UTAH,LEA Administrators,2017
49,UTAH,Librarians/media specialists,2017
49,UTAH,Library/Media Support Staff,2017
49,UTAH,Missing,2017
49,UTAH,Paraprofessionals/Instructional Aides,2017
49,UTAH,Pre-kindergarten Teachers,2017
49,UTAH,School Administrative Support Staff,2017
49,UTAH,School administrators,2017
49,UTAH,School Counselors,2017
49,UTAH,Secondary School Counselors,2017
49,UTAH,Secondary Teachers,2017
49,UTAH,Student Support Services Staff,2017
49,UTAH,Ungraded Teachers,2017
49,UTAH,Guidance Counselors,2017
49,UTAH,LEA Staff,2017
49,UTAH,Other Staff,2017
49,UTAH,School Staff,2017
49,UTAH,Teachers,2017
49,UTAH,No Category Codes,2017
50,VERMONT,All Other Support Staff,2017
50,VERMONT,Elementary School Counselors,2017
50,VERMONT,Elementary Teachers,2017
50,VERMONT,Instructional Coordinators and Supervisors to the Staff,2017
50,VERMONT,Kindergarten Teachers,2017
50,VERMONT,LEA Administrative Support Staff,2017
50,VERMONT,LEA Administrators,2017
50,VERMONT,Librarians/media specialists,2017
50,VERMONT,Library/Media Support Staff,2017
50,VERMONT,Missing,2017
50,VERMONT,Paraprofessionals/Instructional Aides,2017
50,VERMONT,Pre-kindergarten Teachers,2017
50,VERMONT,School Administrative Support Staff,2017
50,VERMONT,School administrators,2017
50,VERMONT,School Counselors,2017
50,VERMONT,Secondary School Counselors,2017
50,VERMONT,Secondary Teachers,2017
50,VERMONT,Student Support Services Staff,2017
50,VERMONT,Ungraded Teachers,2017
50,VERMONT,Guidance Counselors,2017
50,VERMONT,LEA Staff,2017
50,VERMONT,Other Staff,2017
50,VERMONT,School Staff,2017
50,VERMONT,Teachers,2017
50,VERMONT,No Category Codes,2017
51,VIRGINIA,All Other Support Staff,2017
51,VIRGINIA,Elementary School Counselors,2017
51,VIRGINIA,Elementary Teachers,2017
51,VIRGINIA,Instructional Coordinators and Supervisors to the Staff,2017
51,VIRGINIA,Kindergarten Teachers,2017
51,VIRGINIA,LEA Administrative Support Staff,2017
51,VIRGINIA,LEA Administrators,2017
51,VIRGINIA,Librarians/media specialists,2017
51,VIRGINIA,Library/Media Support Staff,2017
51,VIRGINIA,Missing,2017
51,VIRGINIA,Paraprofessionals/Instructional Aides,2017
51,VIRGINIA,Pre-kindergarten Teachers,2017
51,VIRGINIA,School Administrative Support Staff,2017
51,VIRGINIA,School administrators,2017
51,VIRGINIA,School Counselors,2017
51,VIRGINIA,Secondary School Counselors,2017
51,VIRGINIA,Secondary Teachers,2017
51,VIRGINIA,Student Support Services Staff,2017
51,VIRGINIA,Guidance Counselors,2017
51,VIRGINIA,LEA Staff,2017
51,VIRGINIA,Other Staff,2017
51,VIRGINIA,School Staff,2017
51,VIRGINIA,Teachers,2017
51,VIRGINIA,No Category Codes,2017
53,WASHINGTON,All Other Support Staff,2017
53,WASHINGTON,Elementary School Counselors,2017
53,WASHINGTON,Elementary Teachers,2017
53,WASHINGTON,Instructional Coordinators and Supervisors to the Staff,2017
53,WASHINGTON,Kindergarten Teachers,2017
53,WASHINGTON,LEA Administrative Support Staff,2017
53,WASHINGTON,LEA Administrators,2017
53,WASHINGTON,Librarians/media specialists,2017
53,WASHINGTON,Library/Media Support Staff,2017
53,WASHINGTON,Missing,2017
53,WASHINGTON,Paraprofessionals/Instructional Aides,2017
53,WASHINGTON,Pre-kindergarten Teachers,2017
53,WASHINGTON,School Administrative Support Staff,2017
53,WASHINGTON,School administrators,2017
53,WASHINGTON,School Counselors,2017
53,WASHINGTON,Secondary School Counselors,2017
53,WASHINGTON,Secondary Teachers,2017
53,WASHINGTON,Student Support Services Staff,2017
53,WASHINGTON,Ungraded Teachers,2017
53,WASHINGTON,Guidance Counselors,2017
53,WASHINGTON,LEA Staff,2017
53,WASHINGTON,Other Staff,2017
53,WASHINGTON,School Staff,2017
53,WASHINGTON,Teachers,2017
53,WASHINGTON,No Category Codes,2017
54,WEST VIRGINIA,All Other Support Staff,2017
54,WEST VIRGINIA,Elementary School Counselors,2017
54,WEST VIRGINIA,Elementary Teachers,2017
54,WEST VIRGINIA,Instructional Coordinators and Supervisors to the Staff,2017
54,WEST VIRGINIA,Kindergarten Teachers,2017
54,WEST VIRGINIA,LEA Administrative Support Staff,2017
54,WEST VIRGINIA,LEA Administrators,2017
54,WEST VIRGINIA,Librarians/media specialists,2017
54,WEST VIRGINIA,Library/Media Support Staff,2017
54,WEST VIRGINIA,Missing,2017
54,WEST VIRGINIA,Paraprofessionals/Instructional Aides,2017
54,WEST VIRGINIA,Pre-kindergarten Teachers,2017
54,WEST VIRGINIA,School Administrative Support Staff,2017
54,WEST VIRGINIA,School administrators,2017
54,WEST VIRGINIA,School Counselors,2017
54,WEST VIRGINIA,Secondary School Counselors,2017
54,WEST VIRGINIA,Secondary Teachers,2017
54,WEST VIRGINIA,Student Support Services Staff,2017
54,WEST VIRGINIA,Ungraded Teachers,2017
54,WEST VIRGINIA,Guidance Counselors,2017
54,WEST VIRGINIA,LEA Staff,2017
54,WEST VIRGINIA,Other Staff,2017
54,WEST VIRGINIA,School Staff,2017
54,WEST VIRGINIA,Teachers,2017
54,WEST VIRGINIA,No Category Codes,2017
55,WISCONSIN,All Other Support Staff,2017
55,WISCONSIN,Elementary School Counselors,2017
55,WISCONSIN,Elementary Teachers,2017
55,WISCONSIN,Instructional Coordinators and Supervisors to the Staff,2017
55,WISCONSIN,Kindergarten Teachers,2017
55,WISCONSIN,LEA Administrative Support Staff,2017
55,WISCONSIN,LEA Administrators,2017
55,WISCONSIN,Librarians/media specialists,2017
55,WISCONSIN,Library/Media Support Staff,2017
55,WISCONSIN,Missing,2017
55,WISCONSIN,Paraprofessionals/Instructional Aides,2017
55,WISCONSIN,Pre-kindergarten Teachers,2017
55,WISCONSIN,School Administrative Support Staff,2017
55,WISCONSIN,School administrators,2017
55,WISCONSIN,School Counselors,2017
55,WISCONSIN,Secondary School Counselors,2017
55,WISCONSIN,Secondary Teachers,2017
55,WISCONSIN,Student Support Services Staff,2017
55,WISCONSIN,Ungraded Teachers,2017
55,WISCONSIN,Guidance Counselors,2017
55,WISCONSIN,LEA Staff,2017
55,WISCONSIN,Other Staff,2017
55,WISCONSIN,School Staff,2017
55,WISCONSIN,Teachers,2017
55,WISCONSIN,No Category Codes,2017
56,WYOMING,All Other Support Staff,2017
56,WYOMING,Elementary School Counselors,2017
56,WYOMING,Elementary Teachers,2017
56,WYOMING,Instructional Coordinators and Supervisors to the Staff,2017
56,WYOMING,Kindergarten Teachers,2017
56,WYOMING,LEA Administrative Support Staff,2017
56,WYOMING,LEA Administrators,2017
56,WYOMING,Librarians/media specialists,2017
56,WYOMING,Library/Media Support Staff,2017
56,WYOMING,Missing,2017
56,WYOMING,Paraprofessionals/Instructional Aides,2017
56,WYOMING,Pre-kindergarten Teachers,2017
56,WYOMING,School Administrative Support Staff,2017
56,WYOMING,School administrators,2017
56,WYOMING,School Counselors,2017
56,WYOMING,Secondary School Counselors,2017
56,WYOMING,Secondary Teachers,2017
56,WYOMING,Student Support Services Staff,2017
56,WYOMING,Ungraded Teachers,2017
56,WYOMING,Guidance Counselors,2017
56,WYOMING,LEA Staff,2017
56,WYOMING,Other Staff,2017
56,WYOMING,School Staff,2017
56,WYOMING,Teachers,2017
56,WYOMING,No Category Codes,2017
59,BUREAU OF INDIAN EDUCATION,All Other Support Staff,2017
59,BUREAU OF INDIAN EDUCATION,Elementary School Counselors,2017
59,BUREAU OF INDIAN EDUCATION,Elementary Teachers,2017
59,BUREAU OF INDIAN EDUCATION,Instructional Coordinators and Supervisors to the Staff,2017
59,BUREAU OF INDIAN EDUCATION,Kindergarten Teachers,2017
59,BUREAU OF INDIAN EDUCATION,LEA Administrative Support Staff,2017
59,BUREAU OF INDIAN EDUCATION,LEA Administrators,2017
59,BUREAU OF INDIAN EDUCATION,Librarians/media specialists,2017
59,BUREAU OF INDIAN EDUCATION,Library/Media Support Staff,2017
59,BUREAU OF INDIAN EDUCATION,Missing,2017
59,BUREAU OF INDIAN EDUCATION,Paraprofessionals/Instructional Aides,2017
59,BUREAU OF INDIAN EDUCATION,Pre-kindergarten Teachers,2017
59,BUREAU OF INDIAN EDUCATION,School Administrative Support Staff,2017
59,BUREAU OF INDIAN EDUCATION,School administrators,2017
59,BUREAU OF INDIAN EDUCATION,School Counselors,2017
59,BUREAU OF INDIAN EDUCATION,Secondary School Counselors,2017
59,BUREAU OF INDIAN EDUCATION,Secondary Teachers,2017
59,BUREAU OF INDIAN EDUCATION,Student Support Services Staff,2017
59,BUREAU OF INDIAN EDUCATION,Guidance Counselors,2017
59,BUREAU OF INDIAN EDUCATION,LEA Staff,2017
59,BUREAU OF INDIAN EDUCATION,Other Staff,2017
59,BUREAU OF INDIAN EDUCATION,School Staff,2017
59,BUREAU OF INDIAN EDUCATION,Teachers,2017
59,BUREAU OF INDIAN EDUCATION,No Category Codes,2017
60,AMERICAN SAMOA,All Other Support Staff,2017
60,AMERICAN SAMOA,Elementary School Counselors,2017
60,AMERICAN SAMOA,Elementary Teachers,2017
60,AMERICAN SAMOA,Instructional Coordinators and Supervisors to the Staff,2017
60,AMERICAN SAMOA,Kindergarten Teachers,2017
60,AMERICAN SAMOA,LEA Administrative Support Staff,2017
60,AMERICAN SAMOA,LEA Administrators,2017
60,AMERICAN SAMOA,Librarians/media specialists,2017
60,AMERICAN SAMOA,Library/Media Support Staff,2017
60,AMERICAN SAMOA,Missing,2017
60,AMERICAN SAMOA,Paraprofessionals/Instructional Aides,2017
60,AMERICAN SAMOA,Pre-kindergarten Teachers,2017
60,AMERICAN SAMOA,School Administrative Support Staff,2017
60,AMERICAN SAMOA,School administrators,2017
60,AMERICAN SAMOA,School Counselors,2017
60,AMERICAN SAMOA,Secondary School Counselors,2017
60,AMERICAN SAMOA,Secondary Teachers,2017
60,AMERICAN SAMOA,Student Support Services Staff,2017
60,AMERICAN SAMOA,Guidance Counselors,2017
60,AMERICAN SAMOA,LEA Staff,2017
60,AMERICAN SAMOA,Other Staff,2017
60,AMERICAN SAMOA,School Staff,2017
60,AMERICAN SAMOA,Teachers,2017
60,AMERICAN SAMOA,No Category Codes,2017
66,GUAM,All Other Support Staff,2017
66,GUAM,Elementary School Counselors,2017
66,GUAM,Elementary Teachers,2017
66,GUAM,Instructional Coordinators and Supervisors to the Staff,2017
66,GUAM,Kindergarten Teachers,2017
66,GUAM,LEA Administrative Support Staff,2017
66,GUAM,LEA Administrators,2017
66,GUAM,Librarians/media specialists,2017
66,GUAM,Library/Media Support Staff,2017
66,GUAM,Missing,2017
66,GUAM,Paraprofessionals/Instructional Aides,2017
66,GUAM,Pre-kindergarten Teachers,2017
66,GUAM,School Administrative Support Staff,2017
66,GUAM,School administrators,2017
66,GUAM,School Counselors,2017
66,GUAM,Secondary School Counselors,2017
66,GUAM,Secondary Teachers,2017
66,GUAM,Student Support Services Staff,2017
66,GUAM,Ungraded Teachers,2017
66,GUAM,Guidance Counselors,2017
66,GUAM,LEA Staff,2017
66,GUAM,Other Staff,2017
66,GUAM,School Staff,2017
66,GUAM,Teachers,2017
66,GUAM,No Category Codes,2017
72,PUERTO RICO,All Other Support Staff,2017
72,PUERTO RICO,Elementary School Counselors,2017
72,PUERTO RICO,Elementary Teachers,2017
72,PUERTO RICO,Instructional Coordinators and Supervisors to the Staff,2017
72,PUERTO RICO,Kindergarten Teachers,2017
72,PUERTO RICO,LEA Administrative Support Staff,2017
72,PUERTO RICO,LEA Administrators,2017
72,PUERTO RICO,Librarians/media specialists,2017
72,PUERTO RICO,Library/Media Support Staff,2017
72,PUERTO RICO,Missing,2017
72,PUERTO RICO,Paraprofessionals/Instructional Aides,2017
72,PUERTO RICO,Pre-kindergarten Teachers,2017
72,PUERTO RICO,School Administrative Support Staff,2017
72,PUERTO RICO,School administrators,2017
72,PUERTO RICO,School Counselors,2017
72,PUERTO RICO,Secondary School Counselors,2017
72,PUERTO RICO,Secondary Teachers,2017
72,PUERTO RICO,Student Support Services Staff,2017
72,PUERTO RICO,Ungraded Teachers,2017
72,PUERTO RICO,Guidance Counselors,2017
72,PUERTO RICO,LEA Staff,2017
72,PUERTO RICO,Other Staff,2017
72,PUERTO RICO,School Staff,2017
72,PUERTO RICO,Teachers,2017
72,PUERTO RICO,No Category Codes,2017
78,U.S. VIRGIN ISLANDS,All Other Support Staff,2017
78,U.S. VIRGIN ISLANDS,Elementary School Counselors,2017
78,U.S. VIRGIN ISLANDS,Elementary Teachers,2017
78,U.S. VIRGIN ISLANDS,Instructional Coordinators and Supervisors to the Staff,2017
78,U.S. VIRGIN ISLANDS,Kindergarten Teachers,2017
78,U.S. VIRGIN ISLANDS,LEA Administrative Support Staff,2017
78,U.S. VIRGIN ISLANDS,LEA Administrators,2017
78,U.S. VIRGIN ISLANDS,Librarians/media specialists,2017
78,U.S. VIRGIN ISLANDS,Library/Media Support Staff,2017
78,U.S. VIRGIN ISLANDS,Missing,2017
78,U.S. VIRGIN ISLANDS,Paraprofessionals/Instructional Aides,2017
78,U.S. VIRGIN ISLANDS,Pre-kindergarten Teachers,2017
78,U.S. VIRGIN ISLANDS,School Administrative Support Staff,2017
78,U.S. VIRGIN ISLANDS,School administrators,2017
78,U.S. VIRGIN ISLANDS,School Counselors,2017
78,U.S. VIRGIN ISLANDS,Secondary School Counselors,2017
78,U.S. VIRGIN ISLANDS,Secondary Teachers,2017
78,U.S. VIRGIN ISLANDS,Student Support Services Staff,2017
78,U.S. VIRGIN ISLANDS,Ungraded Teachers,2017
78,U.S. VIRGIN ISLANDS,Guidance Counselors,2017
78,U.S. VIRGIN ISLANDS,LEA Staff,2017
78,U.S. VIRGIN ISLANDS,Other Staff,2017
78,U.S. VIRGIN ISLANDS,School Staff,2017
78,U.S. VIRGIN ISLANDS,Teachers,2017
78,U.S. VIRGIN ISLANDS,No Category Codes,2017
2,ALASKA,All Other Support Staff,2019
2,ALASKA,Elementary School Counselors,2019
2,ALASKA,Elementary Teachers,2019
2,ALASKA,Guidance Counselors,2019
2,ALASKA,Instructional Coordinators and Supervisors to the Staff,2019
2,ALASKA,Kindergarten Teachers,2019
2,ALASKA,LEA Administrative Support Staff,2019
2,ALASKA,LEA Administrators,2019
2,ALASKA,LEA Staff,2019
2,ALASKA,Librarians/media specialists,2019
2,ALASKA,Library/Media Support Staff,2019
2,ALASKA,Missing,2019
2,ALASKA,No Category Codes,2019
2,ALASKA,Other Staff,2019
2,ALASKA,Paraprofessionals/Instructional Aides,2019
2,ALASKA,Pre-kindergarten Teachers,2019
2,ALASKA,School Administrative Support Staff,2019
2,ALASKA,School Counselors,2019
2,ALASKA,School Psychologists,2019
2,ALASKA,School Staff,2019
2,ALASKA,School administrators,2019
2,ALASKA,Secondary School Counselors,2019
2,ALASKA,Secondary Teachers,2019
2,ALASKA,Student Support Services Staff (w/o Psychology),2019
2,ALASKA,Teachers,2019
1,ALABAMA,All Other Support Staff,2019
1,ALABAMA,Elementary School Counselors,2019
1,ALABAMA,Elementary Teachers,2019
1,ALABAMA,Guidance Counselors,2019
1,ALABAMA,Instructional Coordinators and Supervisors to the Staff,2019
1,ALABAMA,Kindergarten Teachers,2019
1,ALABAMA,LEA Administrative Support Staff,2019
1,ALABAMA,LEA Administrators,2019
1,ALABAMA,LEA Staff,2019
1,ALABAMA,Librarians/media specialists,2019
1,ALABAMA,Library/Media Support Staff,2019
1,ALABAMA,Missing,2019
1,ALABAMA,No Category Codes,2019
1,ALABAMA,Other Staff,2019
1,ALABAMA,Paraprofessionals/Instructional Aides,2019
1,ALABAMA,Pre-kindergarten Teachers,2019
1,ALABAMA,School Administrative Support Staff,2019
1,ALABAMA,School Counselors,2019
1,ALABAMA,School Psychologists,2019
1,ALABAMA,School Staff,2019
1,ALABAMA,School administrators,2019
1,ALABAMA,Secondary School Counselors,2019
1,ALABAMA,Secondary Teachers,2019
1,ALABAMA,Student Support Services Staff (w/o Psychology),2019
1,ALABAMA,Teachers,2019
1,ALABAMA,Ungraded Teachers,2019
5,ARKANSAS,All Other Support Staff,2019
5,ARKANSAS,Elementary School Counselors,2019
5,ARKANSAS,Elementary Teachers,2019
5,ARKANSAS,Guidance Counselors,2019
5,ARKANSAS,Instructional Coordinators and Supervisors to the Staff,2019
5,ARKANSAS,Kindergarten Teachers,2019
5,ARKANSAS,LEA Administrative Support Staff,2019
5,ARKANSAS,LEA Administrators,2019
5,ARKANSAS,LEA Staff,2019
5,ARKANSAS,Librarians/media specialists,2019
5,ARKANSAS,Library/Media Support Staff,2019
5,ARKANSAS,Missing,2019
5,ARKANSAS,No Category Codes,2019
5,ARKANSAS,Other Staff,2019
5,ARKANSAS,Paraprofessionals/Instructional Aides,2019
5,ARKANSAS,Pre-kindergarten Teachers,2019
5,ARKANSAS,School Administrative Support Staff,2019
5,ARKANSAS,School Counselors,2019
5,ARKANSAS,School Psychologists,2019
5,ARKANSAS,School Staff,2019
5,ARKANSAS,School administrators,2019
5,ARKANSAS,Secondary School Counselors,2019
5,ARKANSAS,Secondary Teachers,2019
5,ARKANSAS,Student Support Services Staff (w/o Psychology),2019
5,ARKANSAS,Teachers,2019
5,ARKANSAS,Ungraded Teachers,2019
60,AMERICAN SAMOA,All Other Support Staff,2019
60,AMERICAN SAMOA,Elementary School Counselors,2019
60,AMERICAN SAMOA,Elementary Teachers,2019
60,AMERICAN SAMOA,Guidance Counselors,2019
60,AMERICAN SAMOA,Instructional Coordinators and Supervisors to the Staff,2019
60,AMERICAN SAMOA,Kindergarten Teachers,2019
60,AMERICAN SAMOA,LEA Administrative Support Staff,2019
60,AMERICAN SAMOA,LEA Administrators,2019
60,AMERICAN SAMOA,LEA Staff,2019
60,AMERICAN SAMOA,Librarians/media specialists,2019
60,AMERICAN SAMOA,Library/Media Support Staff,2019
60,AMERICAN SAMOA,Missing,2019
60,AMERICAN SAMOA,No Category Codes,2019
60,AMERICAN SAMOA,Other Staff,2019
60,AMERICAN SAMOA,Paraprofessionals/Instructional Aides,2019
60,AMERICAN SAMOA,Pre-kindergarten Teachers,2019
60,AMERICAN SAMOA,School Administrative Support Staff,2019
60,AMERICAN SAMOA,School Counselors,2019
60,AMERICAN SAMOA,School Psychologists,2019
60,AMERICAN SAMOA,School Staff,2019
60,AMERICAN SAMOA,School administrators,2019
60,AMERICAN SAMOA,Secondary School Counselors,2019
60,AMERICAN SAMOA,Secondary Teachers,2019
60,AMERICAN SAMOA,Student Support Services Staff (w/o Psychology),2019
60,AMERICAN SAMOA,Teachers,2019
4,ARIZONA,All Other Support Staff,2019
4,ARIZONA,Elementary School Counselors,2019
4,ARIZONA,Elementary Teachers,2019
4,ARIZONA,Guidance Counselors,2019
4,ARIZONA,Instructional Coordinators and Supervisors to the Staff,2019
4,ARIZONA,Kindergarten Teachers,2019
4,ARIZONA,LEA Administrative Support Staff,2019
4,ARIZONA,LEA Administrators,2019
4,ARIZONA,LEA Staff,2019
4,ARIZONA,Librarians/media specialists,2019
4,ARIZONA,Library/Media Support Staff,2019
4,ARIZONA,Missing,2019
4,ARIZONA,No Category Codes,2019
4,ARIZONA,Other Staff,2019
4,ARIZONA,Paraprofessionals/Instructional Aides,2019
4,ARIZONA,Pre-kindergarten Teachers,2019
4,ARIZONA,School Administrative Support Staff,2019
4,ARIZONA,School Counselors,2019
4,ARIZONA,School Psychologists,2019
4,ARIZONA,School Staff,2019
4,ARIZONA,School administrators,2019
4,ARIZONA,Secondary School Counselors,2019
4,ARIZONA,Secondary Teachers,2019
4,ARIZONA,Student Support Services Staff (w/o Psychology),2019
4,ARIZONA,Teachers,2019
59,BUREAU OF INDIAN EDUCATION,All Other Support Staff,2019
59,BUREAU OF INDIAN EDUCATION,Elementary School Counselors,2019
59,BUREAU OF INDIAN EDUCATION,Elementary Teachers,2019
59,BUREAU OF INDIAN EDUCATION,Guidance Counselors,2019
59,BUREAU OF INDIAN EDUCATION,Instructional Coordinators and Supervisors to the Staff,2019
59,BUREAU OF INDIAN EDUCATION,Kindergarten Teachers,2019
59,BUREAU OF INDIAN EDUCATION,LEA Administrative Support Staff,2019
59,BUREAU OF INDIAN EDUCATION,LEA Administrators,2019
59,BUREAU OF INDIAN EDUCATION,LEA Staff,2019
59,BUREAU OF INDIAN EDUCATION,Librarians/media specialists,2019
59,BUREAU OF INDIAN EDUCATION,Library/Media Support Staff,2019
59,BUREAU OF INDIAN EDUCATION,Missing,2019
59,BUREAU OF INDIAN EDUCATION,No Category Codes,2019
59,BUREAU OF INDIAN EDUCATION,Other Staff,2019
59,BUREAU OF INDIAN EDUCATION,Paraprofessionals/Instructional Aides,2019
59,BUREAU OF INDIAN EDUCATION,Pre-kindergarten Teachers,2019
59,BUREAU OF INDIAN EDUCATION,School Administrative Support Staff,2019
59,BUREAU OF INDIAN EDUCATION,School Counselors,2019
59,BUREAU OF INDIAN EDUCATION,School Psychologists,2019
59,BUREAU OF INDIAN EDUCATION,School Staff,2019
59,BUREAU OF INDIAN EDUCATION,School administrators,2019
59,BUREAU OF INDIAN EDUCATION,Secondary School Counselors,2019
59,BUREAU OF INDIAN EDUCATION,Secondary Teachers,2019
59,BUREAU OF INDIAN EDUCATION,Student Support Services Staff (w/o Psychology),2019
59,BUREAU OF INDIAN EDUCATION,Teachers,2019
59,BUREAU OF INDIAN EDUCATION,Ungraded Teachers,2019
6,CALIFORNIA,All Other Support Staff,2019
6,CALIFORNIA,Elementary School Counselors,2019
6,CALIFORNIA,Elementary Teachers,2019
6,CALIFORNIA,Guidance Counselors,2019
6,CALIFORNIA,Instructional Coordinators and Supervisors to the Staff,2019
6,CALIFORNIA,Kindergarten Teachers,2019
6,CALIFORNIA,LEA Administrative Support Staff,2019
6,CALIFORNIA,LEA Administrators,2019
6,CALIFORNIA,LEA Staff,2019
6,CALIFORNIA,Librarians/media specialists,2019
6,CALIFORNIA,Library/Media Support Staff,2019
6,CALIFORNIA,Missing,2019
6,CALIFORNIA,No Category Codes,2019
6,CALIFORNIA,Other Staff,2019
6,CALIFORNIA,Paraprofessionals/Instructional Aides,2019
6,CALIFORNIA,Pre-kindergarten Teachers,2019
6,CALIFORNIA,School Administrative Support Staff,2019
6,CALIFORNIA,School Counselors,2019
6,CALIFORNIA,School Psychologists,2019
6,CALIFORNIA,School Staff,2019
6,CALIFORNIA,School administrators,2019
6,CALIFORNIA,Secondary School Counselors,2019
6,CALIFORNIA,Secondary Teachers,2019
6,CALIFORNIA,Student Support Services Staff (w/o Psychology),2019
6,CALIFORNIA,Teachers,2019
6,CALIFORNIA,Ungraded Teachers,2019
8,COLORADO,All Other Support Staff,2019
8,COLORADO,Elementary School Counselors,2019
8,COLORADO,Elementary Teachers,2019
8,COLORADO,Guidance Counselors,2019
8,COLORADO,Instructional Coordinators and Supervisors to the Staff,2019
8,COLORADO,Kindergarten Teachers,2019
8,COLORADO,LEA Administrative Support Staff,2019
8,COLORADO,LEA Administrators,2019
8,COLORADO,LEA Staff,2019
8,COLORADO,Librarians/media specialists,2019
8,COLORADO,Library/Media Support Staff,2019
8,COLORADO,Missing,2019
8,COLORADO,No Category Codes,2019
8,COLORADO,Other Staff,2019
8,COLORADO,Paraprofessionals/Instructional Aides,2019
8,COLORADO,Pre-kindergarten Teachers,2019
8,COLORADO,School Administrative Support Staff,2019
8,COLORADO,School Counselors,2019
8,COLORADO,School Psychologists,2019
8,COLORADO,School Staff,2019
8,COLORADO,School administrators,2019
8,COLORADO,Secondary School Counselors,2019
8,COLORADO,Secondary Teachers,2019
8,COLORADO,Student Support Services Staff (w/o Psychology),2019
8,COLORADO,Teachers,2019
9,CONNECTICUT,All Other Support Staff,2019
9,CONNECTICUT,Elementary School Counselors,2019
9,CONNECTICUT,Elementary Teachers,2019
9,CONNECTICUT,Guidance Counselors,2019
9,CONNECTICUT,Instructional Coordinators and Supervisors to the Staff,2019
9,CONNECTICUT,Kindergarten Teachers,2019
9,CONNECTICUT,LEA Administrative Support Staff,2019
9,CONNECTICUT,LEA Administrators,2019
9,CONNECTICUT,LEA Staff,2019
9,CONNECTICUT,Librarians/media specialists,2019
9,CONNECTICUT,Library/Media Support Staff,2019
9,CONNECTICUT,Missing,2019
9,CONNECTICUT,No Category Codes,2019
9,CONNECTICUT,Other Staff,2019
9,CONNECTICUT,Paraprofessionals/Instructional Aides,2019
9,CONNECTICUT,Pre-kindergarten Teachers,2019
9,CONNECTICUT,School Administrative Support Staff,2019
9,CONNECTICUT,School Counselors,2019
9,CONNECTICUT,School Psychologists,2019
9,CONNECTICUT,School Staff,2019
9,CONNECTICUT,School administrators,2019
9,CONNECTICUT,Secondary School Counselors,2019
9,CONNECTICUT,Secondary Teachers,2019
9,CONNECTICUT,Student Support Services Staff (w/o Psychology),2019
9,CONNECTICUT,Teachers,2019
9,CONNECTICUT,Ungraded Teachers,2019
11,DISTRICT OF COLUMBIA,All Other Support Staff,2019
11,DISTRICT OF COLUMBIA,Elementary School Counselors,2019
11,DISTRICT OF COLUMBIA,Elementary Teachers,2019
11,DISTRICT OF COLUMBIA,Guidance Counselors,2019
11,DISTRICT OF COLUMBIA,Instructional Coordinators and Supervisors to the Staff,2019
11,DISTRICT OF COLUMBIA,Kindergarten Teachers,2019
11,DISTRICT OF COLUMBIA,LEA Administrative Support Staff,2019
11,DISTRICT OF COLUMBIA,LEA Administrators,2019
11,DISTRICT OF COLUMBIA,LEA Staff,2019
11,DISTRICT OF COLUMBIA,Librarians/media specialists,2019
11,DISTRICT OF COLUMBIA,Library/Media Support Staff,2019
11,DISTRICT OF COLUMBIA,Missing,2019
11,DISTRICT OF COLUMBIA,No Category Codes,2019
11,DISTRICT OF COLUMBIA,Other Staff,2019
11,DISTRICT OF COLUMBIA,Paraprofessionals/Instructional Aides,2019
11,DISTRICT OF COLUMBIA,Pre-kindergarten Teachers,2019
11,DISTRICT OF COLUMBIA,School Administrative Support Staff,2019
11,DISTRICT OF COLUMBIA,School Counselors,2019
11,DISTRICT OF COLUMBIA,School Psychologists,2019
11,DISTRICT OF COLUMBIA,School Staff,2019
11,DISTRICT OF COLUMBIA,School administrators,2019
11,DISTRICT OF COLUMBIA,Secondary School Counselors,2019
11,DISTRICT OF COLUMBIA,Secondary Teachers,2019
11,DISTRICT OF COLUMBIA,Student Support Services Staff (w/o Psychology),2019
11,DISTRICT OF COLUMBIA,Teachers,2019
11,DISTRICT OF COLUMBIA,Ungraded Teachers,2019
10,DELAWARE,All Other Support Staff,2019
10,DELAWARE,Elementary School Counselors,2019
10,DELAWARE,Elementary Teachers,2019
10,DELAWARE,Guidance Counselors,2019
10,DELAWARE,Instructional Coordinators and Supervisors to the Staff,2019
10,DELAWARE,Kindergarten Teachers,2019
10,DELAWARE,LEA Administrative Support Staff,2019
10,DELAWARE,LEA Administrators,2019
10,DELAWARE,LEA Staff,2019
10,DELAWARE,Librarians/media specialists,2019
10,DELAWARE,Library/Media Support Staff,2019
10,DELAWARE,Missing,2019
10,DELAWARE,No Category Codes,2019
10,DELAWARE,Other Staff,2019
10,DELAWARE,Paraprofessionals/Instructional Aides,2019
10,DELAWARE,Pre-kindergarten Teachers,2019
10,DELAWARE,School Administrative Support Staff,2019
10,DELAWARE,School Counselors,2019
10,DELAWARE,School Psychologists,2019
10,DELAWARE,School Staff,2019
10,DELAWARE,School administrators,2019
10,DELAWARE,Secondary School Counselors,2019
10,DELAWARE,Secondary Teachers,2019
10,DELAWARE,Student Support Services Staff (w/o Psychology),2019
10,DELAWARE,Teachers,2019
12,FLORIDA,All Other Support Staff,2019
12,FLORIDA,Elementary School Counselors,2019
12,FLORIDA,Elementary Teachers,2019
